X.TCGA.A1.A0SE.01A.	X.TCGA.BRCA.	X.0.7979.
TCGA-38-4631-01A	TCGA-LUAD	0,7072
TCGA-38-4632-01A	TCGA-LUAD	0,5602
TCGA-38-6178-01A	TCGA-LUAD	0,6553
TCGA-38-7271-01A	TCGA-LUAD	0,3431
TCGA-38-A44F-01A	TCGA-LUAD	0,554
TCGA-44-2655-01A	TCGA-LUAD	0,5834
TCGA-44-2656-01A	TCGA-LUAD	0,4861
TCGA-44-2657-01A	TCGA-LUAD	0,4853
TCGA-44-2659-01A	TCGA-LUAD	0,5517
TCGA-44-2661-01A	TCGA-LUAD	0,4379
TCGA-44-2662-01A	TCGA-LUAD	0,4072
TCGA-44-2664-01A	TCGA-LUAD	NaN
TCGA-44-2665-01A	TCGA-LUAD	0,5896
TCGA-44-2666-01A	TCGA-LUAD	0,791
TCGA-44-2668-01A	TCGA-LUAD	0,4297
TCGA-44-3396-01A	TCGA-LUAD	0,4
TCGA-44-3398-01A	TCGA-LUAD	0,3905
TCGA-44-3917-01A	TCGA-LUAD	0,4892
TCGA-44-3918-01A	TCGA-LUAD	0,4777
TCGA-44-3919-01A	TCGA-LUAD	0,656
TCGA-44-4112-01A	TCGA-LUAD	0,6708
TCGA-44-5643-01A	TCGA-LUAD	0,6533
TCGA-44-5644-01A	TCGA-LUAD	0,8198
TCGA-44-5645-01A	TCGA-LUAD	0,7167
TCGA-44-6144-01A	TCGA-LUAD	0,5977
TCGA-44-6145-01A	TCGA-LUAD	0,4508
TCGA-44-6146-01A	TCGA-LUAD	0,9
TCGA-44-6147-01A	TCGA-LUAD	0,7875
TCGA-44-6148-01A	TCGA-LUAD	0,7473
TCGA-44-6774-01A	TCGA-LUAD	0,5043
TCGA-44-6775-01A	TCGA-LUAD	0,7367
TCGA-44-6776-01A	TCGA-LUAD	0,8193
TCGA-44-6777-01A	TCGA-LUAD	0,5186
TCGA-44-6778-01A	TCGA-LUAD	0,4164
TCGA-44-6779-01A	TCGA-LUAD	0,5646
TCGA-44-7659-01A	TCGA-LUAD	0,74
TCGA-44-7660-01A	TCGA-LUAD	0,8281
TCGA-44-7661-01A	TCGA-LUAD	0,4876
TCGA-44-7662-01A	TCGA-LUAD	0,4761
TCGA-44-7667-01A	TCGA-LUAD	0,6368
TCGA-44-7669-01A	TCGA-LUAD	0,637
TCGA-44-7670-01A	TCGA-LUAD	0,7263
TCGA-44-7671-01A	TCGA-LUAD	0,7982
TCGA-44-7672-01A	TCGA-LUAD	0,4187
TCGA-44-8119-01A	TCGA-LUAD	0,5584
TCGA-44-A479-01A	TCGA-LUAD	0,3824
TCGA-44-A47A-01A	TCGA-LUAD	0,6494
TCGA-44-A47B-01A	TCGA-LUAD	0,6985
TCGA-44-A47F-01A	TCGA-LUAD	0,7779
TCGA-44-A47G-01A	TCGA-LUAD	0,3734
TCGA-44-A4SS-01A	TCGA-LUAD	0,4406
TCGA-49-4487-01A	TCGA-LUAD	0,4429
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4488-01A	TCGA-LUAD	0,6937
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4490-01A	TCGA-LUAD	0,6257
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4494-01A	TCGA-LUAD	0,7019
TCGA-49-4501-01A	TCGA-LUAD	0,5801
TCGA-49-4501-01A	TCGA-LUAD	0,5801
TCGA-49-4501-01A	TCGA-LUAD	0,5801
TCGA-49-4505-01A	TCGA-LUAD	0,5801
TCGA-49-4505-01A	TCGA-LUAD	0,5801
TCGA-49-4505-01A	TCGA-LUAD	0,5801
TCGA-49-4505-01A	TCGA-LUAD	0,5801
TCGA-49-4506-01A	TCGA-LUAD	0,6515
TCGA-49-4506-01A	TCGA-LUAD	0,6515
TCGA-49-4506-01A	TCGA-LUAD	0,6515
TCGA-49-4506-01A	TCGA-LUAD	0,6515
TCGA-49-4507-01A	TCGA-LUAD	0,616
TCGA-49-4507-01A	TCGA-LUAD	0,616
TCGA-49-4510-01A	TCGA-LUAD	0,7697
TCGA-49-4510-01A	TCGA-LUAD	0,7697
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4512-01A	TCGA-LUAD	0,669
TCGA-49-4514-01A	TCGA-LUAD	0,6207
TCGA-49-4514-01A	TCGA-LUAD	0,6207
TCGA-49-4514-01A	TCGA-LUAD	0,6207
TCGA-49-4514-01A	TCGA-LUAD	0,6207
TCGA-49-6742-01A	TCGA-LUAD	0,7352
TCGA-49-6742-01A	TCGA-LUAD	0,7352
TCGA-49-6742-01A	TCGA-LUAD	0,7352
TCGA-49-6742-01A	TCGA-LUAD	0,7352
TCGA-49-6742-01A	TCGA-LUAD	0,7352
TCGA-49-6743-01A	TCGA-LUAD	0,5671
TCGA-49-6743-01A	TCGA-LUAD	0,5671
TCGA-49-6743-01A	TCGA-LUAD	0,5671
TCGA-49-6743-01A	TCGA-LUAD	0,5671
TCGA-49-6744-01A	TCGA-LUAD	0,4123
TCGA-49-6744-01A	TCGA-LUAD	0,4123
TCGA-49-6744-01A	TCGA-LUAD	0,4123
TCGA-49-6744-01A	TCGA-LUAD	0,4123
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6745-01A	TCGA-LUAD	0,5477
TCGA-49-6761-01A	TCGA-LUAD	0,6033
TCGA-49-6767-01A	TCGA-LUAD	0,614
TCGA-49-AAQV-01A	TCGA-LUAD	0,5552
TCGA-49-AAR0-01A	TCGA-LUAD	0,6344
TCGA-49-AAR2-01A	TCGA-LUAD	0,5942
TCGA-49-AAR3-01A	TCGA-LUAD	0,5929
TCGA-49-AAR4-01A	TCGA-LUAD	0,5243
TCGA-49-AAR9-01A	TCGA-LUAD	0,7622
TCGA-49-AARE-01A	TCGA-LUAD	0,7406
TCGA-49-AARN-01A	TCGA-LUAD	0,7562
TCGA-49-AARO-01A	TCGA-LUAD	0,5745
TCGA-49-AARQ-01A	TCGA-LUAD	0,8225
TCGA-49-AARR-01A	TCGA-LUAD	0,6664
TCGA-4B-A93V-01A	TCGA-LUAD	0,6573
TCGA-50-5044-01A	TCGA-LUAD	0,5726
TCGA-50-5045-01A	TCGA-LUAD	0,4327
TCGA-50-5045-01A	TCGA-LUAD	0,4327
TCGA-50-5055-01A	TCGA-LUAD	0,2992
TCGA-50-5055-01A	TCGA-LUAD	0,2992
TCGA-50-5066-01A	TCGA-LUAD	0,4019
TCGA-50-5066-01A	TCGA-LUAD	0,4019
TCGA-50-5068-01A	TCGA-LUAD	0,4018
TCGA-50-5068-01A	TCGA-LUAD	0,4018
TCGA-50-5931-01A	TCGA-LUAD	0,8271
TCGA-50-5939-01A	TCGA-LUAD	0,5016
TCGA-50-5942-01A	TCGA-LUAD	0,7653
TCGA-50-5946-01A	TCGA-LUAD	0,7409
TCGA-50-6590-01A	TCGA-LUAD	0,4514
TCGA-50-6591-01A	TCGA-LUAD	0,895
TCGA-50-6593-01A	TCGA-LUAD	0,5698
TCGA-50-6594-01A	TCGA-LUAD	0,7413
TCGA-50-6597-01A	TCGA-LUAD	0,6542
TCGA-50-6673-01A	TCGA-LUAD	0,6361
TCGA-50-7109-01A	TCGA-LUAD	0,64
TCGA-50-8457-01A	TCGA-LUAD	0,5992
TCGA-50-8459-01A	TCGA-LUAD	0,5505
TCGA-53-7624-01A	TCGA-LUAD	0,8436
TCGA-53-7626-01A	TCGA-LUAD	0,5549
TCGA-53-7813-01A	TCGA-LUAD	0,5043
TCGA-53-A4EZ-01A	TCGA-LUAD	0,7135
TCGA-55-1592-01A	TCGA-LUAD	0,6978
TCGA-55-1594-01A	TCGA-LUAD	0,6844
TCGA-55-1595-01A	TCGA-LUAD	0,5594
TCGA-55-1596-01A	TCGA-LUAD	0,7913
TCGA-55-5899-01A	TCGA-LUAD	0,7421
TCGA-55-6543-01A	TCGA-LUAD	0,7295
TCGA-55-6642-01A	TCGA-LUAD	0,5125
TCGA-55-6712-01A	TCGA-LUAD	0,4532
TCGA-55-6968-01A	TCGA-LUAD	0,6713
TCGA-55-6969-01A	TCGA-LUAD	0,4475
TCGA-55-6970-01A	TCGA-LUAD	0,6653
TCGA-55-6971-01A	TCGA-LUAD	0,381
TCGA-55-6972-01A	TCGA-LUAD	0,9048
TCGA-55-6975-01A	TCGA-LUAD	0,5991
TCGA-55-6978-01A	TCGA-LUAD	0,4128
TCGA-55-6979-01A	TCGA-LUAD	0,3431
TCGA-55-6980-01A	TCGA-LUAD	0,4959
TCGA-55-6981-01A	TCGA-LUAD	0,5575
TCGA-55-6982-01A	TCGA-LUAD	0,5638
TCGA-55-6983-01A	TCGA-LUAD	0,5446
TCGA-55-6984-01A	TCGA-LUAD	0,7928
TCGA-55-6985-01A	TCGA-LUAD	0,5233
TCGA-55-6986-01A	TCGA-LUAD	0,6777
TCGA-55-6987-01A	TCGA-LUAD	0,3147
TCGA-55-7227-01A	TCGA-LUAD	0,6584
TCGA-55-7281-01A	TCGA-LUAD	0,5588
TCGA-55-7283-01A	TCGA-LUAD	0,7103
TCGA-55-7284-01A	TCGA-LUAD	NA
TCGA-55-7570-01A	TCGA-LUAD	0,7034
TCGA-55-7574-01A	TCGA-LUAD	0,3431
TCGA-55-7576-01A	TCGA-LUAD	0,6489
TCGA-55-7724-01A	TCGA-LUAD	0,5022
TCGA-55-7725-01A	TCGA-LUAD	0,6887
TCGA-55-7726-01A	TCGA-LUAD	0,5615
TCGA-55-7727-01A	TCGA-LUAD	0,6357
TCGA-55-7728-01A	TCGA-LUAD	0,539
TCGA-55-7815-01A	TCGA-LUAD	0,4681
TCGA-55-7816-01A	TCGA-LUAD	0,5679
TCGA-55-7903-01A	TCGA-LUAD	0,7098
TCGA-55-7907-01A	TCGA-LUAD	0,5498
TCGA-55-7910-01A	TCGA-LUAD	0,7195
TCGA-55-7911-01A	TCGA-LUAD	0,5588
TCGA-55-7913-01A	TCGA-LUAD	NA
TCGA-55-7914-01A	TCGA-LUAD	0,6939
TCGA-55-7994-01A	TCGA-LUAD	0,6245
TCGA-55-7995-01A	TCGA-LUAD	0,5924
TCGA-55-8085-01A	TCGA-LUAD	0,6248
TCGA-55-8087-01A	TCGA-LUAD	0,8572
TCGA-55-8089-01A	TCGA-LUAD	0,3411
TCGA-55-8090-01A	TCGA-LUAD	0,7223
TCGA-55-8091-01A	TCGA-LUAD	0,6776
TCGA-55-8092-01A	TCGA-LUAD	0,5233
TCGA-55-8094-01A	TCGA-LUAD	0,8439
TCGA-55-8096-01A	TCGA-LUAD	0,4737
TCGA-55-8097-01A	TCGA-LUAD	0,7493
TCGA-55-8203-01A	TCGA-LUAD	0,5405
TCGA-55-8204-01A	TCGA-LUAD	0,5852
TCGA-55-8205-01A	TCGA-LUAD	0,381
TCGA-55-8206-01A	TCGA-LUAD	0,5991
TCGA-55-8207-01A	TCGA-LUAD	0,7034
TCGA-55-8208-01A	TCGA-LUAD	0,3242
TCGA-55-8299-01A	TCGA-LUAD	0,4137
TCGA-55-8301-01A	TCGA-LUAD	0,381
TCGA-55-8302-01A	TCGA-LUAD	0,6573
TCGA-55-8505-01A	TCGA-LUAD	0,6573
TCGA-55-8506-01A	TCGA-LUAD	0,6661
TCGA-55-8507-01A	TCGA-LUAD	0,7466
TCGA-55-8508-01A	TCGA-LUAD	0,6026
TCGA-55-8510-01A	TCGA-LUAD	0,5577
TCGA-55-8511-01A	TCGA-LUAD	0,4895
TCGA-55-8512-01A	TCGA-LUAD	0,7711
TCGA-55-8513-01A	TCGA-LUAD	0,5425
TCGA-55-8514-01A	TCGA-LUAD	0,6573
TCGA-55-8614-01A	TCGA-LUAD	0,7081
TCGA-55-8615-01A	TCGA-LUAD	0,7303
TCGA-55-8616-01A	TCGA-LUAD	0,7852
TCGA-55-8619-01A	TCGA-LUAD	0,4228
TCGA-55-8620-01A	TCGA-LUAD	0,7038
TCGA-55-8621-01A	TCGA-LUAD	0,5738
TCGA-55-A48X-01A	TCGA-LUAD	0,5617
TCGA-55-A48Y-01A	TCGA-LUAD	0,6527
TCGA-55-A48Z-01A	TCGA-LUAD	0,6648
TCGA-55-A490-01A	TCGA-LUAD	0,6244
TCGA-55-A491-01A	TCGA-LUAD	0,6043
TCGA-55-A492-01A	TCGA-LUAD	0,8321
TCGA-55-A493-01A	TCGA-LUAD	0,546
TCGA-55-A494-01A	TCGA-LUAD	0,9135
TCGA-55-A4DF-01A	TCGA-LUAD	0,6391
TCGA-55-A4DG-01A	TCGA-LUAD	0,7232
TCGA-55-A57B-01A	TCGA-LUAD	0,6309
TCGA-62-A46O-01A	TCGA-LUAD	0,9357
TCGA-62-A46P-01A	TCGA-LUAD	0,8488
TCGA-62-A46R-01A	TCGA-LUAD	0,6292
TCGA-62-A46S-01A	TCGA-LUAD	0,7381
TCGA-62-A46U-01A	TCGA-LUAD	0,5078
TCGA-62-A46V-01A	TCGA-LUAD	0,7545
TCGA-62-A470-01A	TCGA-LUAD	0,7175
TCGA-62-A471-01A	TCGA-LUAD	0,7466
TCGA-62-A472-01A	TCGA-LUAD	0,7466
TCGA-64-1676-01A	TCGA-LUAD	0,4716
TCGA-64-1677-01A	TCGA-LUAD	0,7791
TCGA-64-1678-01A	TCGA-LUAD	0,8146
TCGA-64-1679-01A	TCGA-LUAD	0,5704
TCGA-64-1680-01A	TCGA-LUAD	0,7508
TCGA-64-1681-01A	TCGA-LUAD	0,6654
TCGA-64-5774-01A	TCGA-LUAD	0,7704
TCGA-64-5775-01A	TCGA-LUAD	0,6923
TCGA-64-5778-01A	TCGA-LUAD	0,58
TCGA-64-5779-01A	TCGA-LUAD	0,6064
TCGA-64-5781-01A	TCGA-LUAD	0,5576
TCGA-64-5815-01A	TCGA-LUAD	0,5551
TCGA-67-3770-01A	TCGA-LUAD	0,6326
TCGA-67-3771-01A	TCGA-LUAD	0,5991
TCGA-67-3772-01A	TCGA-LUAD	0,5707
TCGA-67-3773-01A	TCGA-LUAD	0,6599
TCGA-67-3774-01A	TCGA-LUAD	0,6284
TCGA-67-4679-01A	TCGA-LUAD	NA
TCGA-67-6215-01A	TCGA-LUAD	0,7878
TCGA-67-6216-01A	TCGA-LUAD	0,5915
TCGA-67-6217-01A	TCGA-LUAD	0,578
TCGA-69-7760-01A	TCGA-LUAD	0,7853
TCGA-69-7761-01A	TCGA-LUAD	0,4103
TCGA-69-7763-01A	TCGA-LUAD	0,6144
TCGA-69-7764-01A	TCGA-LUAD	0,8079
TCGA-69-7765-01A	TCGA-LUAD	0,539
TCGA-69-7973-01A	TCGA-LUAD	0,7392
TCGA-69-7974-01A	TCGA-LUAD	0,5606
TCGA-69-7978-01A	TCGA-LUAD	0,3778
TCGA-69-7979-01A	TCGA-LUAD	0,7452
TCGA-69-7980-01A	TCGA-LUAD	0,7267
TCGA-69-8253-01A	TCGA-LUAD	0,758
TCGA-69-8254-01A	TCGA-LUAD	0,693
TCGA-69-8255-01A	TCGA-LUAD	0,6203
TCGA-69-8453-01A	TCGA-LUAD	0,4925
TCGA-69-A59K-01A	TCGA-LUAD	0,6573
TCGA-71-6725-01A	TCGA-LUAD	0,8068
TCGA-71-8520-01A	TCGA-LUAD	0,6788
TCGA-73-4658-01A	TCGA-LUAD	0,5334
TCGA-73-4659-01A	TCGA-LUAD	0,6262
TCGA-73-4662-01A	TCGA-LUAD	0,6275
TCGA-73-4666-01A	TCGA-LUAD	0,5991
TCGA-73-4668-01A	TCGA-LUAD	0,6655
TCGA-73-4670-01A	TCGA-LUAD	0,7508
TCGA-73-4675-01A	TCGA-LUAD	0,7027
TCGA-73-4676-01A	TCGA-LUAD	0,7337
TCGA-73-4677-01A	TCGA-LUAD	0,7019
TCGA-73-7498-01A	TCGA-LUAD	0,7355
TCGA-73-7499-01A	TCGA-LUAD	0,5676
TCGA-73-A9RS-01A	TCGA-LUAD	0,7488
TCGA-75-5122-01A	TCGA-LUAD	0,3382
TCGA-75-5125-01A	TCGA-LUAD	0,5325
TCGA-75-5126-01A	TCGA-LUAD	0,4674
TCGA-75-5146-01A	TCGA-LUAD	0,6906
TCGA-75-5147-01A	TCGA-LUAD	0,6223
TCGA-75-6203-01A	TCGA-LUAD	0,4095
TCGA-75-6205-01A	TCGA-LUAD	0,3236
TCGA-75-6206-01A	TCGA-LUAD	0,8145
TCGA-75-6207-01A	TCGA-LUAD	0,7977
TCGA-75-6211-01A	TCGA-LUAD	0,5327
TCGA-75-6212-01A	TCGA-LUAD	0,5599
TCGA-75-6214-01A	TCGA-LUAD	0,7191
TCGA-75-7025-01A	TCGA-LUAD	0,5637
TCGA-75-7027-01A	TCGA-LUAD	0,7591
TCGA-75-7030-01A	TCGA-LUAD	0,5982
TCGA-75-7031-01A	TCGA-LUAD	0,6764
TCGA-78-7145-01A	TCGA-LUAD	0,734
TCGA-78-7146-01A	TCGA-LUAD	0,7694
TCGA-78-7147-01A	TCGA-LUAD	0,7508
TCGA-78-7148-01A	TCGA-LUAD	0,7169
TCGA-78-7149-01A	TCGA-LUAD	0,7983
TCGA-78-7150-01A	TCGA-LUAD	0,749
TCGA-78-7152-01A	TCGA-LUAD	0,6844
TCGA-78-7153-01A	TCGA-LUAD	0,8237
TCGA-78-7154-01A	TCGA-LUAD	0,8117
TCGA-78-7155-01A	TCGA-LUAD	0,8811
TCGA-78-7156-01A	TCGA-LUAD	0,8909
TCGA-78-7158-01A	TCGA-LUAD	0,9088
TCGA-78-7159-01A	TCGA-LUAD	0,5643
TCGA-78-7160-01A	TCGA-LUAD	0,4858
TCGA-78-7161-01A	TCGA-LUAD	0,8637
TCGA-78-7163-01A	TCGA-LUAD	0,7654
TCGA-78-7166-01A	TCGA-LUAD	0,7045
TCGA-78-7167-01A	TCGA-LUAD	0,8281
TCGA-78-7220-01A	TCGA-LUAD	0,7356
TCGA-78-7535-01A	TCGA-LUAD	0,7835
TCGA-78-7536-01A	TCGA-LUAD	0,7846
TCGA-78-7537-01A	TCGA-LUAD	0,8098
TCGA-78-7539-01A	TCGA-LUAD	0,6168
TCGA-78-7540-01A	TCGA-LUAD	0,7557
TCGA-78-7542-01A	TCGA-LUAD	0,6054
TCGA-78-7633-01A	TCGA-LUAD	0,874
TCGA-78-8640-01A	TCGA-LUAD	0,7109
TCGA-78-8648-01A	TCGA-LUAD	0,4118
TCGA-78-8655-01A	TCGA-LUAD	0,6573
TCGA-78-8660-01A	TCGA-LUAD	0,5202
TCGA-78-8662-01A	TCGA-LUAD	0,8731
TCGA-80-5607-01A	TCGA-LUAD	0,6465
TCGA-80-5608-01A	TCGA-LUAD	0,6345
TCGA-80-5611-01A	TCGA-LUAD	0,6307
TCGA-83-5908-01A	TCGA-LUAD	0,4854
TCGA-86-6562-01A	TCGA-LUAD	0,6059
TCGA-86-6851-01A	TCGA-LUAD	0,4502
TCGA-86-7701-01A	TCGA-LUAD	0,5066
TCGA-86-7711-01A	TCGA-LUAD	0,5034
TCGA-86-7713-01A	TCGA-LUAD	0,7792
TCGA-86-7714-01A	TCGA-LUAD	0,7124
TCGA-86-7953-01A	TCGA-LUAD	0,546
TCGA-86-7954-01A	TCGA-LUAD	0,4711
TCGA-86-7955-01A	TCGA-LUAD	0,869
TCGA-86-8054-01A	TCGA-LUAD	0,8646
TCGA-86-8055-01A	TCGA-LUAD	0,4782
TCGA-86-8056-01A	TCGA-LUAD	0,6817
TCGA-86-8073-01A	TCGA-LUAD	0,6105
TCGA-86-8074-01A	TCGA-LUAD	0,6097
TCGA-86-8075-01A	TCGA-LUAD	0,5429
TCGA-86-8076-01A	TCGA-LUAD	0,45
TCGA-86-8278-01A	TCGA-LUAD	0,6614
TCGA-86-8279-01A	TCGA-LUAD	0,6975
TCGA-86-8280-01A	TCGA-LUAD	0,5801
TCGA-86-8281-01A	TCGA-LUAD	0,6889
TCGA-86-8358-01A	TCGA-LUAD	0,8081
TCGA-86-8359-01A	TCGA-LUAD	0,6717
TCGA-86-8585-01A	TCGA-LUAD	0,5413
TCGA-86-8668-01A	TCGA-LUAD	0,6406
TCGA-86-8669-01A	TCGA-LUAD	0,6974
TCGA-86-8671-01A	TCGA-LUAD	0,3802
TCGA-86-8672-01A	TCGA-LUAD	0,5377
TCGA-86-8673-01A	TCGA-LUAD	0,7244
TCGA-86-8674-01A	TCGA-LUAD	0,6611
TCGA-86-A456-01A	TCGA-LUAD	0,5977
TCGA-86-A4D0-01A	TCGA-LUAD	0,8313
TCGA-86-A4JF-01A	TCGA-LUAD	0,6573
TCGA-86-A4P7-01A	TCGA-LUAD	0,5201
TCGA-86-A4P8-01A	TCGA-LUAD	0,5144
TCGA-91-A4BC-01A	TCGA-LUAD	0,3736
TCGA-91-A4BD-01A	TCGA-LUAD	0,7037
TCGA-93-7347-01A	TCGA-LUAD	0,4277
TCGA-93-7348-01A	TCGA-LUAD	0,5279
TCGA-93-8067-01A	TCGA-LUAD	0,6998
TCGA-93-A4JN-01A	TCGA-LUAD	0,6621
TCGA-93-A4JO-01A	TCGA-LUAD	0,4597
TCGA-93-A4JP-01A	TCGA-LUAD	0,6919
TCGA-93-A4JQ-01A	TCGA-LUAD	0,4322
TCGA-95-7039-01A	TCGA-LUAD	0,7014
TCGA-95-7043-01A	TCGA-LUAD	0,8273
TCGA-95-7562-01A	TCGA-LUAD	0,6951
TCGA-95-7567-01A	TCGA-LUAD	0,6756
TCGA-95-7944-01A	TCGA-LUAD	0,5358
TCGA-95-7947-01A	TCGA-LUAD	0,7556
TCGA-95-7948-01A	TCGA-LUAD	0,8167
TCGA-95-8039-01A	TCGA-LUAD	0,5954
TCGA-95-8494-01A	TCGA-LUAD	0,6973
TCGA-95-A4VK-01A	TCGA-LUAD	0,6418
TCGA-95-A4VN-01A	TCGA-LUAD	0,5148
TCGA-95-A4VP-01A	TCGA-LUAD	0,6291
TCGA-97-7547-01A	TCGA-LUAD	0,6749
TCGA-97-7552-01A	TCGA-LUAD	0,4233
TCGA-97-7553-01A	TCGA-LUAD	0,4474
TCGA-97-7554-01A	TCGA-LUAD	0,5815
TCGA-97-7937-01A	TCGA-LUAD	0,6596
TCGA-97-7938-01A	TCGA-LUAD	0,7431
TCGA-97-7941-01A	TCGA-LUAD	0,6706
TCGA-97-8171-01A	TCGA-LUAD	0,9309
TCGA-97-8172-01A	TCGA-LUAD	0,6107
TCGA-97-8175-01A	TCGA-LUAD	0,6338
TCGA-97-8177-01A	TCGA-LUAD	0,406
TCGA-97-8179-01A	TCGA-LUAD	0,765
TCGA-97-8552-01A	TCGA-LUAD	0,6412
TCGA-97-A4LX-01A	TCGA-LUAD	0,3896
TCGA-97-A4M0-01A	TCGA-LUAD	0,7152
TCGA-97-A4M1-01A	TCGA-LUAD	0,7475
TCGA-97-A4M2-01A	TCGA-LUAD	0,5034
TCGA-97-A4M3-01A	TCGA-LUAD	0,7858
TCGA-97-A4M5-01A	TCGA-LUAD	0,6407
TCGA-97-A4M6-01A	TCGA-LUAD	0,5034
TCGA-97-A4M7-01A	TCGA-LUAD	0,5507
TCGA-97-A4M7-01A	TCGA-LUAD	0,5507
TCGA-99-7458-01A	TCGA-LUAD	0,4759
TCGA-99-8025-01A	TCGA-LUAD	0,6365
TCGA-99-8028-01A	TCGA-LUAD	0,3242
TCGA-99-8032-01A	TCGA-LUAD	0,6462
TCGA-99-8033-01A	TCGA-LUAD	0,5896
TCGA-99-AA5R-01A	TCGA-LUAD	0,4704
TCGA-J2-8192-01A	TCGA-LUAD	0,5494
TCGA-J2-8194-01A	TCGA-LUAD	0,6495
TCGA-J2-A4AD-01A	TCGA-LUAD	0,8129
TCGA-J2-A4AE-01A	TCGA-LUAD	0,7158
TCGA-J2-A4AG-01A	TCGA-LUAD	0,5169
TCGA-L4-A4E5-01A	TCGA-LUAD	0,6887
TCGA-L4-A4E6-01A	TCGA-LUAD	0,5016
TCGA-L9-A443-01A	TCGA-LUAD	0,7366
TCGA-L9-A444-01A	TCGA-LUAD	0,5395
TCGA-L9-A50W-01A	TCGA-LUAD	0,7251
TCGA-L9-A5IP-01A	TCGA-LUAD	0,7466
TCGA-L9-A743-01A	TCGA-LUAD	0,3926
TCGA-L9-A7SV-01A	TCGA-LUAD	0,8126
TCGA-L9-A8F4-01A	TCGA-LUAD	0,4757
TCGA-MN-A4N1-01A	TCGA-LUAD	0,8378
TCGA-MN-A4N1-01A	TCGA-LUAD	0,8378
TCGA-MN-A4N4-01A	TCGA-LUAD	0,6214
TCGA-MN-A4N4-01A	TCGA-LUAD	0,6214
TCGA-MN-A4N5-01A	TCGA-LUAD	0,6829
TCGA-MP-A4SV-01A	TCGA-LUAD	0,6126
TCGA-MP-A4SW-01A	TCGA-LUAD	0,5685
TCGA-MP-A4SY-01A	TCGA-LUAD	0,6857
TCGA-MP-A4T2-01A	TCGA-LUAD	0,6963
TCGA-MP-A4T4-01A	TCGA-LUAD	0,393
TCGA-MP-A4T6-01A	TCGA-LUAD	0,8047
TCGA-MP-A4T7-01A	TCGA-LUAD	0,7243
TCGA-MP-A4T8-01A	TCGA-LUAD	0,7574
TCGA-MP-A4T9-01A	TCGA-LUAD	0,5925
TCGA-MP-A4TA-01A	TCGA-LUAD	0,5554
TCGA-MP-A4TC-01A	TCGA-LUAD	0,5243
TCGA-MP-A4TD-01A	TCGA-LUAD	0,5888
TCGA-MP-A4TE-01A	TCGA-LUAD	0,7516
TCGA-MP-A4TF-01A	TCGA-LUAD	0,7019
TCGA-MP-A4TH-01A	TCGA-LUAD	0,5225
TCGA-MP-A4TI-01A	TCGA-LUAD	0,3025
TCGA-MP-A4TJ-01A	TCGA-LUAD	0,418
TCGA-MP-A4TK-01A	TCGA-LUAD	0,5836
TCGA-MP-A5C7-01A	TCGA-LUAD	0,8071
TCGA-NJ-A4YF-01A	TCGA-LUAD	0,7913
TCGA-NJ-A4YG-01A	TCGA-LUAD	0,632
TCGA-NJ-A4YI-01A	TCGA-LUAD	0,6935
TCGA-NJ-A4YP-01A	TCGA-LUAD	0,614
TCGA-NJ-A4YQ-01A	TCGA-LUAD	0,4331
TCGA-NJ-A55A-01A	TCGA-LUAD	0,5566
TCGA-NJ-A55O-01A	TCGA-LUAD	0,6928
TCGA-NJ-A55R-01A	TCGA-LUAD	0,7913
TCGA-NJ-A7XG-01A	TCGA-LUAD	0,773
